0_0: fig|200643.10.peg.10
2_1656: fig|200643.9.peg.1660
2_1657: fig|200643.9.peg.1661
2_1658: fig|200643.9.peg.1662
2_1659: fig|200643.9.peg.1663
2_1660: fig|200643.9.peg.1664
2_1661: fig|200643.9.peg.1665
2_1662: fig|200643.9.peg.1666
2_1663: fig|200643.9.peg.1667
2_1664: fig|200643.9.peg.1668
2_1665: fig|200643.9.peg.1669
2_1666: fig|200643.9.peg.1670
2_1667: fig|200643.9.peg.1671
2_1668: fig|200643.9.peg.1672
2_1669: fig|200643.9.peg.1673
2_1670: fig|200643.9.peg.1674
2_1671: fig|200643.9.peg.1675
2_1672: fig|200643.9.peg.1676
2_1673: fig|200643.9.peg.1677
2_1674: fig|200643.9.peg.1678
2_1675: fig|200643.9.peg.1679
2_1676: fig|200643.9.peg.1680
2_1677: fig|200643.9.peg.1681
2_1678: fig|200643.9.peg.1682
2_1679: fig|200643.9.peg.1683
2_1680: fig|200643.9.peg.1684
2_1681: fig|200643.9.peg.1685
2_1682: fig|200643.9.peg.1686
2_1683: fig|200643.9.peg.1687
2_1684: fig|200643.9.peg.1688
2_1685: fig|200643.9.peg.1689
2_1686: fig|200643.9.peg.1690
2_1687: fig|200643.9.peg.1691
2_1688: fig|200643.9.peg.1692
2_1689: fig|200643.9.peg.1693
2_1690: fig|200643.9.peg.1694
2_1691: fig|200643.9.peg.1695
2_1692: fig|200643.9.peg.1696
2_1693: fig|200643.9.peg.1697
2_1694: fig|200643.9.peg.1698
2_1695: fig|200643.9.peg.1699
2_1696: fig|200643.9.peg.1700
2_1697: fig|200643.9.peg.1701
2_1698: fig|200643.9.peg.1702
2_1699: fig|200643.9.peg.1703
2_1700: fig|200643.9.peg.1704
2_1701: fig|200643.9.peg.1705
2_1702: fig|200643.9.peg.1706
2_1703: fig|200643.9.peg.1707
2_1704: fig|200643.9.peg.1708
2_1705: fig|200643.9.peg.1709
2_1706: fig|200643.9.peg.1710
2_1707: fig|200643.9.peg.1711
2_1708: fig|200643.9.peg.1712
2_1709: fig|200643.9.peg.1713
2_1710: fig|200643.9.peg.1714
2_1711: fig|200643.9.peg.1715
2_1712: fig|200643.9.peg.1716
2_1713: fig|200643.9.peg.1717
2_1714: fig|200643.9.peg.1718
2_1715: fig|200643.9.peg.1719
2_1716: fig|200643.9.peg.1720
2_1717: fig|200643.9.peg.1721
2_1718: fig|200643.9.peg.1722
2_1719: fig|200643.9.peg.1723
2_1720: fig|200643.9.peg.1724
2_1721: fig|200643.9.peg.1725
2_1722: fig|200643.9.peg.1726
2_1723: fig|200643.9.peg.1727
2_1724: fig|200643.9.peg.1728
2_1725: fig|200643.9.peg.1729
2_1726: fig|200643.9.peg.1730
2_1727: fig|200643.9.peg.1731
2_1728: fig|200643.9.peg.1732
2_1729: fig|200643.9.peg.1733
2_1730: fig|200643.9.peg.1734
2_1731: fig|200643.9.peg.1735
2_1732: fig|200643.9.peg.1736
2_1733: fig|200643.9.peg.1737
2_1734: fig|200643.9.peg.1738
2_1735: fig|200643.9.peg.1739
2_1736: fig|200643.9.peg.1740
2_1737: fig|200643.9.peg.1741
2_1738: fig|200643.9.peg.1742
2_1739: fig|200643.9.peg.1743
2_1740: fig|200643.9.peg.1744
2_1741: fig|200643.9.peg.1745
2_1742: fig|200643.9.peg.1746
2_1743: fig|200643.9.peg.1747
2_1744: fig|200643.9.peg.1748
2_1745: fig|200643.9.peg.1749
2_1746: fig|200643.9.peg.1750
2_1747: fig|200643.9.peg.1751
2_1748: fig|200643.9.peg.1752
2_1749: fig|200643.9.peg.1753
2_1750: fig|200643.9.peg.1754
2_1751: fig|200643.9.peg.1755
2_1752: fig|200643.9.peg.1756
2_1753: fig|200643.9.peg.1757
2_1754: fig|200643.9.peg.1758
2_1755: fig|200643.9.peg.1759
2_1756: fig|200643.9.peg.1760
2_1757: fig|200643.9.peg.1761
2_1758: fig|200643.9.peg.1762
2_1759: fig|200643.9.peg.1763
2_1760: fig|200643.9.peg.1764
2_1761: fig|200643.9.peg.1765
2_1762: fig|200643.9.peg.1766
2_1763: fig|200643.9.peg.1767
2_1764: fig|200643.9.peg.1768
2_1765: fig|200643.9.peg.1769
2_1766: fig|200643.9.peg.1770
2_1767: fig|200643.9.peg.1771
2_1768: fig|200643.9.peg.1772
2_1769: fig|200643.9.peg.1773
2_1770: fig|200643.9.peg.1774
2_1771: fig|200643.9.peg.1775
2_1772: fig|200643.9.peg.1776
2_1773: fig|200643.9.peg.1777
2_1774: fig|200643.9.peg.1778
2_1775: fig|200643.9.peg.1779
2_1776: fig|200643.9.peg.1780
2_1777: fig|200643.9.peg.1781
2_1778: fig|200643.9.peg.1782
2_1779: fig|200643.9.peg.1783
2_1780: fig|200643.9.peg.1784
2_1781: fig|200643.9.peg.1785
2_1782: fig|200643.9.peg.1786
2_1783: fig|200643.9.peg.1787
2_1784: fig|200643.9.peg.1788
2_1785: fig|200643.9.peg.1789
2_1786: fig|200643.9.peg.1790
2_1787: fig|200643.9.peg.1791
2_1788: fig|200643.9.peg.1792
2_1789: fig|200643.9.peg.1793
2_1790: fig|200643.9.peg.1794
2_1791: fig|200643.9.peg.1795
2_1792: fig|200643.9.peg.1796
2_1793: fig|200643.9.peg.1797
2_1794: fig|200643.9.peg.1798
2_1795: fig|200643.9.peg.1799
2_1796: fig|200643.9.peg.1800
2_1797: fig|200643.9.peg.1801
2_1798: fig|200643.9.peg.1802
2_1799: fig|200643.9.peg.1803
2_1800: fig|200643.9.peg.1804
2_1801: fig|200643.9.peg.1805
2_1802: fig|200643.9.peg.1806
2_1803: fig|200643.9.peg.1807
2_1804: fig|200643.9.peg.1808
2_1805: fig|200643.9.peg.1809
2_1806: fig|200643.9.peg.1810
2_1807: fig|200643.9.peg.1811
2_1808: fig|200643.9.peg.1812
2_1809: fig|200643.9.peg.1813
2_1810: fig|200643.9.peg.1814
2_1811: fig|200643.9.peg.1815
2_1812: fig|200643.9.peg.1816
2_1813: fig|200643.9.peg.1817
2_1814: fig|200643.9.peg.1818
2_1815: fig|200643.9.peg.1819
2_1816: fig|200643.9.peg.1820
2_1817: fig|200643.9.peg.1821
2_1818: fig|200643.9.peg.1822
2_1819: fig|200643.9.peg.1823
2_1820: fig|200643.9.peg.1824
2_1821: fig|200643.9.peg.1825
2_1822: fig|200643.9.peg.1826
2_1823: fig|200643.9.peg.1827
2_1824: fig|200643.9.peg.1828
2_1825: fig|200643.9.peg.1829
2_1826: fig|200643.9.peg.1830
2_1827: fig|200643.9.peg.1831
2_1828: fig|200643.9.peg.1832
2_1829: fig|200643.9.peg.1833
2_1830: fig|200643.9.peg.1834
2_1831: fig|200643.9.peg.1835
2_1832: fig|200643.9.peg.1836
2_1833: fig|200643.9.peg.1837
2_1834: fig|200643.9.peg.1838
2_1835: fig|200643.9.peg.1840
2_1836: fig|200643.9.peg.1841
2_1837: fig|200643.9.peg.1842
2_1838: fig|200643.9.peg.1843
2_1839: fig|200643.9.peg.1844
2_1840: fig|200643.9.peg.1845
2_1841: fig|200643.9.peg.1846
2_1842: fig|200643.9.peg.1847
2_1843: fig|200643.9.peg.1848
2_1844: fig|200643.9.peg.1849
2_1845: fig|200643.9.peg.1850
2_1846: fig|200643.9.peg.1851
2_1847: fig|200643.9.peg.1852
2_1848: fig|200643.9.peg.1853
2_1849: fig|200643.9.peg.1854
2_1850: fig|200643.9.peg.1855
2_1851: fig|200643.9.peg.1856
2_1852: fig|200643.9.peg.1857
2_1853: fig|200643.9.peg.1858
2_1854: fig|200643.9.peg.1859
2_1855: fig|200643.9.peg.1860
2_1856: fig|200643.9.peg.1861
2_1857: fig|200643.9.peg.1862
2_1858: fig|200643.9.peg.1863
2_1859: fig|200643.9.peg.1864
2_1860: fig|200643.9.peg.1865
2_1861: fig|200643.9.peg.1866
2_1862: fig|200643.9.peg.1867
2_1863: fig|200643.9.peg.1868
2_1864: fig|200643.9.peg.1869
2_1865: fig|200643.9.peg.1870
2_1866: fig|200643.9.peg.1871
2_1867: fig|200643.9.peg.1872
2_1868: fig|200643.9.peg.1873
2_1869: fig|200643.9.peg.1874
2_1870: fig|200643.9.peg.1875
2_1871: fig|200643.9.peg.1876
2_1872: fig|200643.9.peg.1877
2_1873: fig|200643.9.peg.1878
2_1874: fig|200643.9.peg.1879
2_1875: fig|200643.9.peg.1880
2_1876: fig|200643.9.peg.1881
2_1877: fig|200643.9.peg.1882
2_1878: fig|200643.9.peg.1883
2_1879: fig|200643.9.peg.1884
2_1880: fig|200643.9.peg.1885
2_1881: fig|200643.9.peg.1886
2_1882: fig|200643.9.peg.1887
2_1883: fig|200643.9.peg.1888
2_1884: fig|200643.9.peg.1889
2_1885: fig|200643.9.peg.1890
2_1886: fig|200643.9.peg.1891
2_1887: fig|200643.9.peg.1892
2_1888: fig|200643.9.peg.1893
2_1889: fig|200643.9.peg.1894
2_1890: fig|200643.9.peg.1895
2_1891: fig|200643.9.peg.1896
2_1892: fig|200643.9.peg.1897
2_1893: fig|200643.9.peg.1898
2_1894: fig|200643.9.peg.1899
2_1895: fig|200643.9.peg.1900
2_1896: fig|200643.9.peg.1901
2_1897: fig|200643.9.peg.1902
2_1898: fig|200643.9.peg.1903
2_1899: fig|200643.9.peg.1904
2_1900: fig|200643.9.peg.1905
2_1901: fig|200643.9.peg.1906
2_1902: fig|200643.9.peg.1907
2_1903: fig|200643.9.peg.1908
2_1904: fig|200643.9.peg.1909
2_1905: fig|200643.9.peg.1910
2_1906: fig|200643.9.peg.1911
2_1907: fig|200643.9.peg.1912
2_1908: fig|200643.9.peg.1913
2_1909: fig|200643.9.peg.1914
2_1910: fig|200643.9.peg.1915
2_1911: fig|200643.9.peg.1916
2_1912: fig|200643.9.peg.1917
2_1913: fig|200643.9.peg.1918
2_1914: fig|200643.9.peg.1919
2_1915: fig|200643.9.peg.1920
2_1916: fig|200643.9.peg.1921
2_1917: fig|200643.9.peg.1922
2_1918: fig|200643.9.peg.1923
2_1919: fig|200643.9.peg.1924
2_1920: fig|200643.9.peg.1925
2_1921: fig|200643.9.peg.1926
2_1922: fig|200643.9.peg.1927
2_1923: fig|200643.9.peg.1928
2_1924: fig|200643.9.peg.1929
2_1925: fig|200643.9.peg.1930
2_1926: fig|200643.9.peg.1931
2_1927: fig|200643.9.peg.1932
2_1928: fig|200643.9.peg.1933
2_1929: fig|200643.9.peg.1934
2_1930: fig|200643.9.peg.1935
2_1931: fig|200643.9.peg.1936
2_1932: fig|200643.9.peg.1937
2_1933: fig|200643.9.peg.1938
2_1934: fig|200643.9.peg.1939
2_1935: fig|200643.9.peg.1940
2_1936: fig|200643.9.peg.1941
2_1937: fig|200643.9.peg.1942
2_1938: fig|200643.9.peg.1943
2_1939: fig|200643.9.peg.1944
2_1940: fig|200643.9.peg.1945
2_1941: fig|200643.9.peg.1946
2_1942: fig|200643.9.peg.1947
2_1943: fig|200643.9.peg.1948
2_1944: fig|200643.9.peg.1949
2_1945: fig|200643.9.peg.1950
2_1946: fig|200643.9.peg.1951
2_1947: fig|200643.9.peg.1952
2_1948: fig|200643.9.peg.1953
2_1949: fig|200643.9.peg.1954
2_1950: fig|200643.9.peg.1955
2_1951: fig|200643.9.peg.1956
2_1952: fig|200643.9.peg.1957
2_1953: fig|200643.9.peg.1958
2_1954: fig|200643.9.peg.1959
2_1955: fig|200643.9.peg.1960
2_1956: fig|200643.9.peg.1961
2_1957: fig|200643.9.peg.1962
2_1958: fig|200643.9.peg.1963
2_1959: fig|200643.9.peg.1964
2_1960: fig|200643.9.peg.1965
2_1961: fig|200643.9.peg.1966
2_1962: fig|200643.9.peg.1967
2_1963: fig|200643.9.peg.1968
2_1964: fig|200643.9.peg.1969
2_1965: fig|200643.9.peg.1970
2_1966: fig|200643.9.peg.1971
2_1967: fig|200643.9.peg.1972
2_1968: fig|200643.9.peg.1973
2_1969: fig|200643.9.peg.1974
2_1970: fig|200643.9.peg.1975
2_1971: fig|200643.9.peg.1976
2_1972: fig|200643.9.peg.1977
2_1973: fig|200643.9.peg.1978
2_1974: fig|200643.9.peg.1979
2_1975: fig|200643.9.peg.1980
2_1976: fig|200643.9.peg.1981
2_1977: fig|200643.9.peg.1982
2_1978: fig|200643.9.peg.1983
2_1979: fig|200643.9.peg.1984
2_1980: fig|200643.9.peg.1985
2_1981: fig|200643.9.peg.1986
2_1982: fig|200643.9.peg.1987
2_1983: fig|200643.9.peg.1988
2_1984: fig|200643.9.peg.1989
2_1985: fig|200643.9.peg.1990
2_1986: fig|200643.9.peg.1991
2_1987: fig|200643.9.peg.1992
2_1988: fig|200643.9.peg.1993
2_1989: fig|200643.9.peg.1994
2_1990: fig|200643.9.peg.1995
2_1991: fig|200643.9.peg.1996
2_1992: fig|200643.9.peg.1997
2_1993: fig|200643.9.peg.1998
2_1994: fig|200643.9.peg.1999
2_1995: fig|200643.9.peg.2000
2_1996: fig|200643.9.peg.2001
2_1997: fig|200643.9.peg.2002
2_1998: fig|200643.9.peg.2003
2_1999: fig|200643.9.peg.2004
2_2000: fig|200643.9.peg.2005
2_2001: fig|200643.9.peg.2006
2_2002: fig|200643.9.peg.2007
2_2003: fig|200643.9.peg.2008
2_2004: fig|200643.9.peg.2009
2_2005: fig|200643.9.peg.2010
2_2006: fig|200643.9.peg.2011
2_2007: fig|200643.9.peg.2012
2_2008: fig|200643.9.peg.2013
2_2009: fig|200643.9.peg.2014
2_2010: fig|200643.9.peg.2015
2_2011: fig|200643.9.peg.2016
2_2012: fig|200643.9.peg.2017
2_2013: fig|200643.9.peg.2018
2_2014: fig|200643.9.peg.2019
2_2015: fig|200643.9.peg.2020
2_2016: fig|200643.9.peg.2021
2_2017: fig|200643.9.peg.2022
2_2018: fig|200643.9.peg.2023
2_2019: fig|200643.9.peg.2024
2_2020: fig|200643.9.peg.2025
2_2021: fig|200643.9.peg.2026
2_2022: fig|200643.9.peg.2027
2_2023: fig|200643.9.peg.2028
2_2024: fig|200643.9.peg.2029
2_2025: fig|200643.9.peg.2030
2_2026: fig|200643.9.peg.2031
2_2027: fig|200643.9.peg.2032
2_2028: fig|200643.9.peg.2033
2_2029: fig|200643.9.peg.2034
2_2030: fig|200643.9.peg.2035
2_2031: fig|200643.9.peg.2036
2_2032: fig|200643.9.peg.2037
2_2033: fig|200643.9.peg.2038
2_2034: fig|200643.9.peg.2039
2_2035: fig|200643.9.peg.2040
2_2036: fig|200643.9.peg.2041
2_2037: fig|200643.9.peg.2042
2_2038: fig|200643.9.peg.2043
2_2039: fig|200643.9.peg.2044
2_2040: fig|200643.9.peg.2045
2_2041: fig|200643.9.peg.2046
2_2042: fig|200643.9.peg.2047
2_2043: fig|200643.9.peg.2048
2_2044: fig|200643.9.peg.2049
2_2045: fig|200643.9.peg.2050
2_2046: fig|200643.9.peg.2051
2_2047: fig|200643.9.peg.2052
2_2048: fig|200643.9.peg.2053
2_2049: fig|200643.9.peg.2054
2_2050: fig|200643.9.peg.2055
2_2051: fig|200643.9.peg.2056
2_2052: fig|200643.9.peg.2057
2_2053: fig|200643.9.peg.2058
2_2054: fig|200643.9.peg.2059
2_2055: fig|200643.9.peg.2060
2_2056: fig|200643.9.peg.2061
2_2057: fig|200643.9.peg.2062
2_2058: fig|200643.9.peg.2063
2_2059: fig|200643.9.peg.2064
2_2060: fig|200643.9.peg.2065
2_2061: fig|200643.9.peg.2066
2_2062: fig|200643.9.peg.2067
2_2063: fig|200643.9.peg.2068
2_2064: fig|200643.9.peg.2069
2_2065: fig|200643.9.peg.2070
2_2066: fig|200643.9.peg.2071
2_2067: fig|200643.9.peg.2072
2_2068: fig|200643.9.peg.2073
2_2069: fig|200643.9.peg.2074
2_2070: fig|200643.9.peg.2075
2_2071: fig|200643.9.peg.2076
2_2072: fig|200643.9.peg.2077
2_2073: fig|200643.9.peg.2078
2_2074: fig|200643.9.peg.2079
2_2075: fig|200643.9.peg.2080
2_2076: fig|200643.9.peg.2081
2_2077: fig|200643.9.peg.2082
2_2078: fig|200643.9.peg.2083
2_2079: fig|200643.9.peg.2084
2_2080: fig|200643.9.peg.2085
2_2081: fig|200643.9.peg.2086
2_2082: fig|200643.9.peg.2087
2_2083: fig|200643.9.peg.2088
2_2084: fig|200643.9.peg.2089
2_2085: fig|200643.9.peg.2090
2_2086: fig|200643.9.peg.2091
2_2087: fig|200643.9.peg.2092
2_2088: fig|200643.9.peg.2093
2_2089: fig|200643.9.peg.2094
2_2090: fig|200643.9.peg.2095
2_2091: fig|200643.9.peg.2096
2_2092: fig|200643.9.peg.2097
2_2093: fig|200643.9.peg.2098
2_2094: fig|200643.9.peg.2099
2_2095: fig|200643.9.peg.2100
2_2096: fig|200643.9.peg.2101
2_2097: fig|200643.9.peg.2102
2_2098: fig|200643.9.peg.2103
2_2099: fig|200643.9.peg.2104
2_2100: fig|200643.9.peg.2105
2_2101: fig|200643.9.peg.2106
2_2102: fig|200643.9.peg.2107
2_2103: fig|200643.9.peg.2108
2_2104: fig|200643.9.peg.2109
2_2105: fig|200643.9.peg.2110
2_2106: fig|200643.9.peg.2111
2_2107: fig|200643.9.peg.2112
2_2108: fig|200643.9.peg.2113
2_2109: fig|200643.9.peg.2114
2_2110: fig|200643.9.peg.2115
2_2111: fig|200643.9.peg.2116
2_2112: fig|200643.9.peg.2117
2_2113: fig|200643.9.peg.2118
2_2114: fig|200643.9.peg.2119
2_2115: fig|200643.9.peg.2120
2_2116: fig|200643.9.peg.2121
2_2117: fig|200643.9.peg.2122
2_2118: fig|200643.9.peg.2123
2_2119: fig|200643.9.peg.2124
2_2120: fig|200643.9.peg.2125
2_2121: fig|200643.9.peg.2126
2_2122: fig|200643.9.peg.2127
2_2123: fig|200643.9.peg.2128
2_2124: fig|200643.9.peg.2129
2_2125: fig|200643.9.peg.2130
2_2126: fig|200643.9.peg.2131
2_2127: fig|200643.9.peg.2132
2_2128: fig|200643.9.peg.2133
2_2129: fig|200643.9.peg.2134
2_2130: fig|200643.9.peg.2135
2_2131: fig|200643.9.peg.2136
2_2132: fig|200643.9.peg.2137
2_2133: fig|200643.9.peg.2138
2_2134: fig|200643.9.peg.2139
2_2135: fig|200643.9.peg.2140
2_2136: fig|200643.9.peg.2141
2_2137: fig|200643.9.peg.2142
2_2138: fig|200643.9.peg.2143
2_2139: fig|200643.9.peg.2144
2_2140: fig|200643.9.peg.2145
2_2141: fig|200643.9.peg.2146
2_2142: fig|200643.9.peg.2147
2_2143: fig|200643.9.peg.2148
2_2144: fig|200643.9.peg.2149
2_2145: fig|200643.9.peg.2150
2_2146: fig|200643.9.peg.2151
2_2147: fig|200643.9.peg.2152
2_2148: fig|200643.9.peg.2153
2_2149: fig|200643.9.peg.2154
2_2150: fig|200643.9.peg.2155
2_2151: fig|200643.9.peg.2156
2_2152: fig|200643.9.peg.2157
2_2153: fig|200643.9.peg.2158
2_2154: fig|200643.9.peg.2159
2_2155: fig|200643.9.peg.2160
2_2156: fig|200643.9.peg.2161
2_2157: fig|200643.9.peg.2162
2_2158: fig|200643.9.peg.2163
2_2159: fig|200643.9.peg.2164
2_2160: fig|200643.9.peg.2165
2_2161: fig|200643.9.peg.2166
2_2162: fig|200643.9.peg.2167
2_2163: fig|200643.9.peg.2168
2_2164: fig|200643.9.peg.2169
2_2165: fig|200643.9.peg.2170
2_2166: fig|200643.9.peg.2171
2_2167: fig|200643.9.peg.2172
2_2168: fig|200643.9.peg.2173
2_2169: fig|200643.9.peg.2174
2_2170: fig|200643.9.peg.2175
2_2171: fig|200643.9.peg.2176
2_2172: fig|200643.9.peg.2177
2_2173: fig|200643.9.peg.2178
2_2174: fig|200643.9.peg.2179
2_2175: fig|200643.9.peg.2180
2_2176: fig|200643.9.peg.2181
2_2177: fig|200643.9.peg.2182
2_2178: fig|200643.9.peg.2183
2_2179: fig|200643.9.peg.2184
2_2180: fig|200643.9.peg.2185
2_2181: fig|200643.9.peg.2186
2_2182: fig|200643.9.peg.2187
2_2183: fig|200643.9.peg.2188
2_2184: fig|200643.9.peg.2189
2_2185: fig|200643.9.peg.2190
2_2186: fig|200643.9.peg.2191
2_2187: fig|200643.9.peg.2192
2_2188: fig|200643.9.peg.2193
2_2189: fig|200643.9.peg.2194
2_2190: fig|200643.9.peg.2195
2_2191: fig|200643.9.peg.2196
2_2192: fig|200643.9.peg.2197
2_2193: fig|200643.9.peg.2198
2_2194: fig|200643.9.peg.2199
2_2195: fig|200643.9.peg.2200
2_2196: fig|200643.9.peg.2201
2_2197: fig|200643.9.peg.2202
2_2198: fig|200643.9.peg.2203
2_2199: fig|200643.9.peg.2204
2_2200: fig|200643.9.peg.2205
2_2201: fig|200643.9.peg.2206
2_2202: fig|200643.9.peg.2207
2_2203: fig|200643.9.peg.2208
2_2204: fig|200643.9.peg.2209
2_2205: fig|200643.9.peg.2210
2_2206: fig|200643.9.peg.2211
2_2207: fig|200643.9.peg.2212
2_2208: fig|200643.9.peg.2213
2_2209: fig|200643.9.peg.2214
2_2210: fig|200643.9.peg.2215
2_2211: fig|200643.9.peg.2216
2_2212: fig|200643.9.peg.2217
2_2213: fig|200643.9.peg.2218
2_2214: fig|200643.9.peg.2219
2_2215: fig|200643.9.peg.2220
2_2216: fig|200643.9.peg.2221
2_2217: fig|200643.9.peg.2222
2_2218: fig|200643.9.peg.2223
2_2219: fig|200643.9.peg.2224
2_2220: fig|200643.9.peg.2225
2_2221: fig|200643.9.peg.2226
2_2222: fig|200643.9.peg.2227
2_2223: fig|200643.9.peg.2228
2_2224: fig|200643.9.peg.2229
2_2225: fig|200643.9.peg.2230
2_2226: fig|200643.9.peg.2231
2_2227: fig|200643.9.peg.2232
2_2228: fig|200643.9.peg.2233
2_2229: fig|200643.9.peg.2234
2_2230: fig|200643.9.peg.2235
2_2231: fig|200643.9.peg.2236
2_2232: fig|200643.9.peg.2237
2_2233: fig|200643.9.peg.2238
2_2234: fig|200643.9.peg.2239
2_2235: fig|200643.9.peg.2240
2_2236: fig|200643.9.peg.2241
2_2237: fig|200643.9.peg.2242
2_2238: fig|200643.9.peg.2243
2_2239: fig|200643.9.peg.2244
2_2240: fig|200643.9.peg.2245
2_2241: fig|200643.9.peg.2246
2_2242: fig|200643.9.peg.2247
2_2243: fig|200643.9.peg.2248
2_2244: fig|200643.9.peg.2249
2_2245: fig|200643.9.peg.2250
2_2246: fig|200643.9.peg.2251
2_2247: fig|200643.9.peg.2252
2_2248: fig|200643.9.peg.2253
2_2249: fig|200643.9.peg.2254
2_2250: fig|200643.9.peg.2255
2_2251: fig|200643.9.peg.2256
2_2252: fig|200643.9.peg.2257
2_2253: fig|200643.9.peg.2258
2_2254: fig|200643.9.peg.2259
2_2255: fig|200643.9.peg.2260
2_2256: fig|200643.9.peg.2261
2_2257: fig|200643.9.peg.2262
2_2258: fig|200643.9.peg.2263
2_2259: fig|200643.9.peg.2264
2_2260: fig|200643.9.peg.2265
2_2261: fig|200643.9.peg.2266
2_2262: fig|200643.9.peg.2267
2_2263: fig|200643.9.peg.2268
2_2264: fig|200643.9.peg.2269
2_2265: fig|200643.9.peg.2270
2_2266: fig|200643.9.peg.2271
2_2267: fig|200643.9.peg.2272
2_2268: fig|200643.9.peg.2273
2_2269: fig|200643.9.peg.2274
2_2270: fig|200643.9.peg.2275
2_2271: fig|200643.9.peg.2276
2_2272: fig|200643.9.peg.2277
2_2273: fig|200643.9.peg.2278
2_2274: fig|200643.9.peg.2279
2_2275: fig|200643.9.peg.2280
2_2276: fig|200643.9.peg.2281
2_2277: fig|200643.9.peg.2282
2_2278: fig|200643.9.peg.2283
2_2279: fig|200643.9.peg.2284
2_2280: fig|200643.9.peg.2285
2_2281: fig|200643.9.peg.2286
2_2282: fig|200643.9.peg.2287
2_2283: fig|200643.9.peg.2288
2_2284: fig|200643.9.peg.2289
2_2285: fig|200643.9.peg.2290
2_2286: fig|200643.9.peg.2291
2_2287: fig|200643.9.peg.2292
2_2288: fig|200643.9.peg.2293
2_2289: fig|200643.9.peg.2294
2_2290: fig|200643.9.peg.2295
2_2291: fig|200643.9.peg.2296
2_2292: fig|200643.9.peg.2297
2_2293: fig|200643.9.peg.2298
2_2294: fig|200643.9.peg.2299
2_2295: fig|200643.9.peg.2300
2_2296: fig|200643.9.peg.2301
2_2297: fig|200643.9.peg.2302
2_2298: fig|200643.9.peg.2303
2_2299: fig|200643.9.peg.2304
2_2300: fig|200643.9.peg.2305
2_2301: fig|200643.9.peg.2306
2_2302: fig|200643.9.peg.2307
2_2303: fig|200643.9.peg.2308
2_2304: fig|200643.9.peg.2309
2_2305: fig|200643.9.peg.2310
2_2306: fig|200643.9.peg.2311
2_2307: fig|200643.9.peg.2312
2_2308: fig|200643.9.peg.2313
2_2309: fig|200643.9.peg.2314
2_2310: fig|200643.9.peg.2315
2_2311: fig|200643.9.peg.2316
2_2312: fig|200643.9.peg.2317
2_2313: fig|200643.9.peg.2318
2_2314: fig|200643.9.peg.2319
2_2315: fig|200643.9.peg.2320
2_2316: fig|200643.9.peg.2321
2_2317: fig|200643.9.peg.2322
2_2318: fig|200643.9.peg.2323
2_2319: fig|200643.9.peg.2324
2_2320: fig|200643.9.peg.2325
2_2321: fig|200643.9.peg.2326
2_2322: fig|200643.9.peg.2327
2_2323: fig|200643.9.peg.2328
2_2324: fig|200643.9.peg.2329
2_2325: fig|200643.9.peg.2330
2_2326: fig|200643.9.peg.2331
2_2327: fig|200643.9.peg.2332
2_2328: fig|200643.9.peg.2333
2_2329: fig|200643.9.peg.2334
2_2330: fig|200643.9.peg.2335
2_2331: fig|200643.9.peg.2336
2_2332: fig|200643.9.peg.2337
2_2333: fig|200643.9.peg.2338
2_2334: fig|200643.9.peg.2339
2_2335: fig|200643.9.peg.2340
2_2336: fig|200643.9.peg.2341
2_2337: fig|200643.9.peg.2342
2_2338: fig|200643.9.peg.2343
2_2339: fig|200643.9.peg.2344
2_2340: fig|200643.9.peg.2345
2_2341: fig|200643.9.peg.2346
2_2342: fig|200643.9.peg.2347
2_2343: fig|200643.9.peg.2348
2_2344: fig|200643.9.peg.2349
2_2345: fig|200643.9.peg.2350
2_2346: fig|200643.9.peg.2351
2_2347: fig|200643.9.peg.2352
2_2348: fig|200643.9.peg.2353
2_2349: fig|200643.9.peg.2354
2_2350: fig|200643.9.peg.2355
2_2351: fig|200643.9.peg.2356
2_2352: fig|200643.9.peg.2357
2_2353: fig|200643.9.peg.2358
2_2354: fig|200643.9.peg.2359
2_2355: fig|200643.9.peg.2360
2_2356: fig|200643.9.peg.2361
2_2357: fig|200643.9.peg.2362
2_2358: fig|200643.9.peg.2363
2_2359: fig|200643.9.peg.2364
2_2360: fig|200643.9.peg.2365
2_2361: fig|200643.9.peg.2366
2_2362: fig|200643.9.peg.2367
2_2363: fig|200643.9.peg.2368
2_2364: fig|200643.9.peg.2369
2_2365: fig|200643.9.peg.2370
2_2366: fig|200643.9.peg.2371
2_2367: fig|200643.9.peg.2372
2_2368: fig|200643.9.peg.2373
2_2369: fig|200643.9.peg.2374
2_2370: fig|200643.9.peg.2375
2_2371: fig|200643.9.peg.2376
2_2372: fig|200643.9.peg.2377
2_2373: fig|200643.9.peg.2378
2_2374: fig|200643.9.peg.2379
2_2375: fig|200643.9.peg.2380
2_2376: fig|200643.9.peg.2381
2_2377: fig|200643.9.peg.2382
2_2378: fig|200643.9.peg.2383
2_2379: fig|200643.9.peg.2384
2_2380: fig|200643.9.peg.2385
2_2381: fig|200643.9.peg.2386
2_2382: fig|200643.9.peg.2387
2_2383: fig|200643.9.peg.2388
2_2384: fig|200643.9.peg.2389
2_2385: fig|200643.9.peg.2390
2_2386: fig|200643.9.peg.2391
2_2387: fig|200643.9.peg.2392
2_2388: fig|200643.9.peg.2393
2_2389: fig|200643.9.peg.2394
2_2390: fig|200643.9.peg.2395
